Time,NH4,NO3,ON,PO4,OP,CBOD,DO
2016/1/1 0:00,0.015660471,0.283380914,0.251255508,0.052391979,0.045176307,0,0
2016/1/1 1:00,0.017461529,0.24806487,0.243498401,0.048932639,0.050928269,0,0
2016/1/1 2:00,0.01816287,0.276117754,0.253161651,0.050560211,0.05160633,0,0
2016/1/1 3:00,0.016961449,0.291933235,0.263923125,0.052154823,0.054637701,0,0
2016/1/1 4:00,0.01802685,0.291943361,0.242402453,0.049604917,0.047975142,0,0
2016/1/1 5:00,0.017631106,0.249814945,0.242429194,0.051782979,0.045692646,0,0
2016/1/1 6:00,0.017384755,0.283909838,0.264698985,0.048973439,0.049930593,0,0
2016/1/1 7:00,0.016279804,0.277350964,0.254769285,0.049388787,0.050357442,0,0
2016/1/1 8:00,0.017042469,0.279092805,0.239621442,0.049106571,0.050495582,0,0
2016/1/1 9:00,0.017430371,0.256379906,0.252065749,0.047981695,0.048091521,0,0
2016/1/1 10:00,0.016822096,0.295516343,0.239748217,0.049418116,0.050138145,0,0
2016/1/1 11:00,0.017596533,0.264782419,0.239746073,0.048871967,0.049354185,0,0
2016/1/1 12:00,0.016724574,0.292488662,0.248458828,0.048178505,0.047715202,0,0
2016/1/1 13:00,0.017936529,0.281284944,0.22202871,0.050115448,0.046410078,0,0
2016/1/1 14:00,0.017817971,0.296633839,0.224365545,0.046826637,0.048314035,0,0
2016/1/1 15:00,0.01715357,0.268546033,0.238665407,0.050668218,0.048948104,0,0
2016/1/1 16:00,0.016790831,0.292457124,0.233158915,0.045996069,0.050806102,0,0
2016/1/1 17:00,0.018142854,0.278475093,0.249482469,0.05005046,0.049047265,0,0
2016/1/1 18:00,0.016881813,0.293082317,0.234497197,0.049915875,0.047872153,0,0
2016/1/1 19:00,0.016299957,0.285449787,0.22832834,0.05071012,0.050454227,0,0
2016/1/1 20:00,0.018668865,0.287794429,0.263709479,0.047767884,0.048962475,0,0
2016/1/1 21:00,0.018607911,0.277016428,0.242956559,0.048411492,0.047438556,0,0
2016/1/1 22:00,0.017064051,0.266562122,0.246587198,0.052730918,0.049988885,0,0
2016/1/1 23:00,0.016558974,0.274228867,0.22827524,0.052615981,0.050798994,0,0
2016/1/2 0:00,0.017452123,0.295880424,0.239120363,0.047383293,0.048943329,0,0
2016/1/2 1:00,0.018108554,0.285062781,0.24720099,0.052056066,0.053223722,0,0
2016/1/2 2:00,0.017935998,0.270638326,0.231714566,0.048439297,0.052210623,0,0
2016/1/2 3:00,0.018487399,0.285014122,0.250509398,0.051158745,0.050460025,0,0
2016/1/2 4:00,0.01703209,0.283954634,0.238531429,0.050658533,0.048285832,0,0
2016/1/2 5:00,0.017368223,0.262843654,0.242356196,0.049623747,0.044712218,0,0
2016/1/2 6:00,0.017518152,0.273093894,0.238569537,0.04675855,0.046201647,0,0
2016/1/2 7:00,0.01608036,0.296236096,0.268778683,0.045490641,0.051389086,0,0
2016/1/2 8:00,0.016680839,0.286887081,0.245856412,0.048410159,0.046931777,0,0
2016/1/2 9:00,0.018049893,0.272088908,0.233036429,0.05070984,0.050218837,0,0
2016/1/2 10:00,0.017998347,0.292760706,0.25619567,0.047132997,0.047015383,0,0
2016/1/2 11:00,0.016957317,0.284495909,0.231079102,0.047856121,0.048775328,0,0
2016/1/2 12:00,0.0183909,0.287733933,0.24869846,0.048896485,0.048043223,0,0
2016/1/2 13:00,0.015896103,0.296067421,0.222035432,0.044404493,0.051289734,0,0
2016/1/2 14:00,0.016191382,0.275826488,0.229832225,0.04811133,0.051467882,0,0
2016/1/2 15:00,0.016304189,0.289873337,0.248630777,0.05113906,0.045259772,0,0
2016/1/2 16:00,0.016907215,0.300093278,0.255325527,0.04952273,0.052569593,0,0
2016/1/2 17:00,0.016804991,0.2607279,0.24837023,0.05489219,0.048607472,0,0
2016/1/2 18:00,0.017397673,0.272617442,0.244862454,0.049799548,0.051931621,0,0
2016/1/2 19:00,0.016863639,0.279442602,0.242604712,0.049434906,0.052502562,0,0
2016/1/2 20:00,0.018533211,0.282162208,0.228128502,0.052716415,0.047879142,0,0
2016/1/2 21:00,0.015899301,0.274225239,0.237498577,0.048374132,0.053264395,0,0
2016/1/2 22:00,0.016557121,0.257502666,0.240717351,0.045404495,0.044871857,0,0
2016/1/2 23:00,0.017730104,0.291719343,0.259443388,0.049144547,0.046731545,0,0
2016/1/3 0:00,0.016018454,0.292589747,0.250679222,0.045972673,0.048258079,0,0
2016/1/3 1:00,0.018711455,0.298775618,0.224744119,0.049182236,0.046748168,0,0
2016/1/3 2:00,0.016399601,0.283536848,0.250491287,0.044403783,0.045733928,0,0
2016/1/3 3:00,0.016961395,0.274963505,0.241776385,0.049267595,0.051834232,0,0
2016/1/3 4:00,0.016626303,0.268942668,0.238204212,0.04639118,0.048206731,0,0
2016/1/3 5:00,0.016729398,0.267794439,0.254116098,0.049237685,0.049508221,0,0
2016/1/3 6:00,0.017552393,0.266054204,0.259313131,0.055300334,0.050988499,0,0
2016/1/3 7:00,0.017906286,0.290040513,0.258110761,0.044259711,0.052014718,0,0
2016/1/3 8:00,0.016715332,0.281058776,0.236303026,0.049071573,0.053157479,0,0
2016/1/3 9:00,0.018565602,0.252784983,0.242864952,0.047734266,0.04718248,0,0
2016/1/3 10:00,0.01740989,0.262897184,0.250790937,0.054576645,0.053158049,0,0
2016/1/3 11:00,0.016707145,0.268375372,0.258765535,0.050169986,0.049745064,0,0
2016/1/3 12:00,0.016719362,0.280147419,0.240844683,0.049659582,0.049766553,0,0
2016/1/3 13:00,0.017512348,0.249528986,0.24449175,0.053614364,0.048669114,0,0
2016/1/3 14:00,0.017709699,0.279358362,0.233155937,0.049909199,0.050123898,0,0
2016/1/3 15:00,0.017518951,0.278327078,0.232071295,0.049052497,0.053177302,0,0
2016/1/3 16:00,0.016080496,0.281305789,0.256889543,0.051264449,0.050995186,0,0
2016/1/3 17:00,0.01660351,0.300556075,0.263628348,0.052497523,0.052090151,0,0
2016/1/3 18:00,0.0180608,0.279475338,0.246023437,0.05295844,0.047234252,0,0
2016/1/3 19:00,0.018174444,0.292052016,0.259328953,0.045332343,0.048320712,0,0
2016/1/3 20:00,0.018435053,0.274397796,0.251429938,0.0512761,0.049596833,0,0
2016/1/3 21:00,0.016284191,0.272847962,0.239023426,0.048638306,0.050643705,0,0
2016/1/3 22:00,0.015930511,0.284843302,0.251479839,0.048399918,0.050257272,0,0
2016/1/3 23:00,0.017872559,0.302376331,0.266040276,0.05161636,0.053849914,0,0
2016/1/4 0:00,0.017265566,0.288444315,0.246625665,0.048445293,0.047768516,0,0
2016/1/4 1:00,0.01695716,0.280951752,0.266424431,0.049135957,0.050571121,0,0
2016/1/4 2:00,0.019355131,0.294404702,0.214749783,0.048590264,0.050682458,0,0
2016/1/4 3:00,0.017089602,0.276220785,0.25730121,0.049289171,0.048438299,0,0
2016/1/4 4:00,0.018238677,0.278612075,0.248246046,0.052072099,0.049273434,0,0
2016/1/4 5:00,0.016435477,0.287573753,0.243500114,0.04579017,0.047800072,0,0
2016/1/4 6:00,0.018100808,0.287343246,0.248355551,0.04926774,0.050174794,0,0
2016/1/4 7:00,0.016624005,0.277963256,0.222675796,0.04950909,0.046189364,0,0
